City	State	Year	Est. Population
Mecosta village	Michigan	2011	458
Mecosta village	Michigan	2012	462
Mecosta village	Michigan	2013	461
Mecosta village	Michigan	2014	463
Mecosta village	Michigan	2015	458
Morley village	Michigan	2010	493
Morley village	Michigan	2011	493
Morley village	Michigan	2012	501
Morley village	Michigan	2013	502
Morley village	Michigan	2014	501
Morley village	Michigan	2015	499
Stanwood village	Michigan	2010	211
Stanwood village	Michigan	2011	211
Stanwood village	Michigan	2012	214
Stanwood village	Michigan	2013	215
Stanwood village	Michigan	2014	215
Stanwood village	Michigan	2015	214
Barryton village	Michigan	2010	355
Barryton village	Michigan	2011	356
Barryton village	Michigan	2012	360
Barryton village	Michigan	2013	361
Barryton village	Michigan	2014	361
Barryton village	Michigan	2015	359
Stanwood village	Michigan	2010	211
Stanwood village	Michigan	2011	211
Stanwood village	Michigan	2012	214
Stanwood village	Michigan	2013	215
Stanwood village	Michigan	2014	215
Stanwood village	Michigan	2015	214
Mecosta village	Michigan	2010	457
Mecosta village	Michigan	2011	458
Mecosta village	Michigan	2012	462
Mecosta village	Michigan	2013	461
Mecosta village	Michigan	2014	463
Mecosta village	Michigan	2015	458
Carney village	Michigan	2010	192
Carney village	Michigan	2011	192
Carney village	Michigan	2012	192
Carney village	Michigan	2013	190
Carney village	Michigan	2014	191
Carney village	Michigan	2015	190
Daggett village	Michigan	2010	258
Daggett village	Michigan	2011	258
Daggett village	Michigan	2012	257
Daggett village	Michigan	2013	256
Daggett village	Michigan	2014	256
Daggett village	Michigan	2015	255
Powers village	Michigan	2010	422
Powers village	Michigan	2011	421
Powers village	Michigan	2012	421
Powers village	Michigan	2013	420
Powers village	Michigan	2014	420
Powers village	Michigan	2015	419
Daggett village	Michigan	2010	258
Daggett village	Michigan	2011	258
Daggett village	Michigan	2012	257
Daggett village	Michigan	2013	256
Daggett village	Michigan	2014	256
Daggett village	Michigan	2015	255
Carney village	Michigan	2010	192
Carney village	Michigan	2011	192
Carney village	Michigan	2012	192
Carney village	Michigan	2013	190
Carney village	Michigan	2014	191
Carney village	Michigan	2015	190
Powers village	Michigan	2010	422
Powers village	Michigan	2011	421
Powers village	Michigan	2012	421
Powers village	Michigan	2013	420
Powers village	Michigan	2014	420
Powers village	Michigan	2015	419
Sanford village	Michigan	2010	859
Sanford village	Michigan	2011	860
Sanford village	Michigan	2012	858
Sanford village	Michigan	2013	853
Sanford village	Michigan	2014	848
Sanford village	Michigan	2015	848
Sanford village	Michigan	2010	859
Sanford village	Michigan	2011	860
Sanford village	Michigan	2012	858
Sanford village	Michigan	2013	853
Sanford village	Michigan	2014	848
Sanford village	Michigan	2015	848
Carleton village	Michigan	2010	2345
Carleton village	Michigan	2011	2353
Carleton village	Michigan	2012	2353
Carleton village	Michigan	2013	2350
Carleton village	Michigan	2014	2342
Carleton village	Michigan	2015	2340
Dundee village	Michigan	2010	3951
Dundee village	Michigan	2011	3945
Dundee village	Michigan	2012	3935
Dundee village	Michigan	2013	3933
Dundee village	Michigan	2014	3940
Dundee village	Michigan	2015	3956
Estral Beach village	Michigan	2010	418
Estral Beach village	Michigan	2011	421
Estral Beach village	Michigan	2012	418
Estral Beach village	Michigan	2013	415
Estral Beach village	Michigan	2014	412
Estral Beach village	Michigan	2015	410
Maybee village	Michigan	2010	563
Maybee village	Michigan	2011	562
Maybee village	Michigan	2012	560
Maybee village	Michigan	2013	557
Maybee village	Michigan	2014	553
Maybee village	Michigan	2015	550
South Rockwood village	Michigan	2010	1681
South Rockwood village	Michigan	2011	1679
South Rockwood village	Michigan	2012	1672
South Rockwood village	Michigan	2013	1662
South Rockwood village	Michigan	2014	1651
South Rockwood village	Michigan	2015	1640
Carleton village	Michigan	2010	2345
Carleton village	Michigan	2011	2353
Carleton village	Michigan	2012	2353
Carleton village	Michigan	2013	2350
Carleton village	Michigan	2014	2342
Carleton village	Michigan	2015	2340
Estral Beach village	Michigan	2010	418
Estral Beach village	Michigan	2011	421
Estral Beach village	Michigan	2012	418
Estral Beach village	Michigan	2013	415
Estral Beach village	Michigan	2014	412
Estral Beach village	Michigan	2015	410
South Rockwood village	Michigan	2010	1681
South Rockwood village	Michigan	2011	1679
South Rockwood village	Michigan	2012	1672
South Rockwood village	Michigan	2013	1662
South Rockwood village	Michigan	2014	1651
South Rockwood village	Michigan	2015	1640
Dundee village	Michigan	2010	3951
Dundee village	Michigan	2011	3945
Dundee village	Michigan	2012	3935
Dundee village	Michigan	2013	3933
Dundee village	Michigan	2014	3940
Dundee village	Michigan	2015	3956
Maybee village	Michigan	2010	563
Maybee village	Michigan	2011	562
Maybee village	Michigan	2012	560
Maybee village	Michigan	2013	557
Maybee village	Michigan	2014	553
Maybee village	Michigan	2015	550
Edmore village	Michigan	2010	1192
Edmore village	Michigan	2011	1192
Edmore village	Michigan	2012	1192
Edmore village	Michigan	2013	1191
Edmore village	Michigan	2014	1192
Edmore village	Michigan	2015	1193
Howard City village	Michigan	2010	1808
Howard City village	Michigan	2011	1807
Howard City village	Michigan	2012	1800
Howard City village	Michigan	2013	1792
Howard City village	Michigan	2014	1786
Howard City village	Michigan	2015	1788
Lakeview village	Michigan	2010	1007
Lakeview village	Michigan	2011	1007
Lakeview village	Michigan	2012	1007
Lakeview village	Michigan	2013	1006
Lakeview village	Michigan	2014	1007
Lakeview village	Michigan	2015	1008
McBride village	Michigan	2010	205
McBride village	Michigan	2011	205
McBride village	Michigan	2012	205
McBride village	Michigan	2013	205
McBride village	Michigan	2014	205
McBride village	Michigan	2015	205
Pierson village	Michigan	2010	172
Pierson village	Michigan	2011	172
Pierson village	Michigan	2012	172
Pierson village	Michigan	2013	172
Pierson village	Michigan	2014	172
Pierson village	Michigan	2015	172
Sheridan village	Michigan	2010	649
Sheridan village	Michigan	2011	649
Sheridan village	Michigan	2012	649
Sheridan village	Michigan	2013	649
Sheridan village	Michigan	2014	649
Sheridan village	Michigan	2015	650
Lakeview village	Michigan	2010	1007
Lakeview village	Michigan	2011	1007
Lakeview village	Michigan	2012	1007
Lakeview village	Michigan	2013	1006
Lakeview village	Michigan	2014	1007
Lakeview village	Michigan	2015	1008
McBride village	Michigan	2010	205
McBride village	Michigan	2011	205
McBride village	Michigan	2012	205
McBride village	Michigan	2013	205
McBride village	Michigan	2014	205
McBride village	Michigan	2015	205
Edmore village	Michigan	2010	1192
Edmore village	Michigan	2011	1192
Edmore village	Michigan	2012	1192
Edmore village	Michigan	2013	1191
Edmore village	Michigan	2014	1192
Edmore village	Michigan	2015	1193
Pierson village	Michigan	2010	172
Pierson village	Michigan	2011	172
Pierson village	Michigan	2012	172
Pierson village	Michigan	2013	172
Pierson village	Michigan	2014	172
Pierson village	Michigan	2015	172
Fruitport village	Michigan	2010	1093
Fruitport village	Michigan	2011	1093
Fruitport village	Michigan	2012	1088
Fruitport village	Michigan	2013	1090
Fruitport village	Michigan	2014	1098
Fruitport village	Michigan	2015	1103
Lakewood Club village	Michigan	2010	1291
Lakewood Club village	Michigan	2011	1290
Lakewood Club village	Michigan	2012	1282
Lakewood Club village	Michigan	2013	1282
Lakewood Club village	Michigan	2014	1290
Lakewood Club village	Michigan	2015	1287
Ravenna village	Michigan	2010	1219
Ravenna village	Michigan	2011	1218
Ravenna village	Michigan	2012	1211
Ravenna village	Michigan	2013	1211
Ravenna village	Michigan	2014	1215
Ravenna village	Michigan	2015	1213
Lakewood Club village	Michigan	2010	1291
Lakewood Club village	Michigan	2011	1290
Lakewood Club village	Michigan	2012	1282
Lakewood Club village	Michigan	2013	1282
Lakewood Club village	Michigan	2014	1290
Lakewood Club village	Michigan	2015	1287
Fruitport village	Michigan	2010	1093
Fruitport village	Michigan	2011	1093
Fruitport village	Michigan	2012	1088
Fruitport village	Michigan	2013	1090
Fruitport village	Michigan	2014	1098
Fruitport village	Michigan	2015	1103
Ravenna village	Michigan	2010	1219
Ravenna village	Michigan	2011	1218
Ravenna village	Michigan	2012	1211
Ravenna village	Michigan	2013	1211
Ravenna village	Michigan	2014	1215
Ravenna village	Michigan	2015	1213
Beverly Hills village	Michigan	2010	10267
Beverly Hills village	Michigan	2011	10269
Beverly Hills village	Michigan	2012	10319
Beverly Hills village	Michigan	2013	10386
Beverly Hills village	Michigan	2014	10446
Beverly Hills village	Michigan	2015	10455
Bingham Farms village	Michigan	2010	1111
Bingham Farms village	Michigan	2011	1111
Bingham Farms village	Michigan	2012	1117
Bingham Farms village	Michigan	2013	1126
Bingham Farms village	Michigan	2014	1134
Bingham Farms village	Michigan	2015	1137
Franklin village	Michigan	2010	3150
Franklin village	Michigan	2011	3151
Franklin village	Michigan	2012	3170
Franklin village	Michigan	2013	3183
Franklin village	Michigan	2014	3217
Franklin village	Michigan	2015	3237
Holly village	Michigan	2010	6086
Holly village	Michigan	2011	6087
Holly village	Michigan	2012	6118
Holly village	Michigan	2013	6155
Holly village	Michigan	2014	6187
Holly village	Michigan	2015	6192
Lake Orion village	Michigan	2010	2973
Lake Orion village	Michigan	2011	2983
Lake Orion village	Michigan	2012	3017
Lake Orion village	Michigan	2013	3045
Lake Orion village	Michigan	2014	3049
Lake Orion village	Michigan	2015	3054
Leonard village	Michigan	2010	403
Leonard village	Michigan	2011	403
Leonard village	Michigan	2012	405
Leonard village	Michigan	2013	408
Leonard village	Michigan	2014	410
Leonard village	Michigan	2015	410
Milford village	Michigan	2010	6175
Milford village	Michigan	2011	6176
Milford village	Michigan	2012	6233
Milford village	Michigan	2013	6313
Milford village	Michigan	2014	6407
Milford village	Michigan	2015	6462
Ortonville village	Michigan	2010	1442
Ortonville village	Michigan	2011	1440
Ortonville village	Michigan	2012	1447
Ortonville village	Michigan	2013	1456
Ortonville village	Michigan	2014	1466
Ortonville village	Michigan	2015	1467
Oxford village	Michigan	2010	3436
Oxford village	Michigan	2011	3437
Oxford village	Michigan	2012	3454
Oxford village	Michigan	2013	3472
Oxford village	Michigan	2014	3497
Oxford village	Michigan	2015	3537
Wolverine Lake village	Michigan	2010	4312
Wolverine Lake village	Michigan	2011	4313
Wolverine Lake village	Michigan	2012	4335
Wolverine Lake village	Michigan	2013	4354
Wolverine Lake village	Michigan	2014	4379
Wolverine Lake village	Michigan	2015	4397
Leonard village	Michigan	2010	403
Leonard village	Michigan	2011	403
Leonard village	Michigan	2012	405
Leonard village	Michigan	2013	408
Leonard village	Michigan	2014	410
Leonard village	Michigan	2015	410
Ortonville village	Michigan	2010	1442
Ortonville village	Michigan	2011	1440
Ortonville village	Michigan	2012	1447
Ortonville village	Michigan	2013	1456
Ortonville village	Michigan	2014	1466
Ortonville village	Michigan	2015	1467
Wolverine Lake village	Michigan	2010	4312
Wolverine Lake village	Michigan	2011	4313
Wolverine Lake village	Michigan	2012	4335
Wolverine Lake village	Michigan	2013	4354
Wolverine Lake village	Michigan	2014	4379
Wolverine Lake village	Michigan	2015	4397
Holly village	Michigan	2010	6086
Holly village	Michigan	2011	6087
Holly village	Michigan	2012	6118
Holly village	Michigan	2013	6155
Holly village	Michigan	2014	6187
Holly village	Michigan	2015	6192
Milford village	Michigan	2010	6175
Milford village	Michigan	2011	6176
Milford village	Michigan	2012	6233
Milford village	Michigan	2013	6313
Milford village	Michigan	2014	6407
Milford village	Michigan	2015	6462
Lake Orion village	Michigan	2010	2973
Lake Orion village	Michigan	2011	2983
Lake Orion village	Michigan	2012	3017
Lake Orion village	Michigan	2013	3045
Lake Orion village	Michigan	2014	3049
Lake Orion village	Michigan	2015	3054
Oxford village	Michigan	2010	3436
Oxford village	Michigan	2011	3437
Oxford village	Michigan	2012	3454
Oxford village	Michigan	2013	3472
Oxford village	Michigan	2014	3497
Oxford village	Michigan	2015	3537
Beverly Hills village	Michigan	2010	10267
Beverly Hills village	Michigan	2011	10269
Beverly Hills village	Michigan	2012	10319
Beverly Hills village	Michigan	2013	10386
Beverly Hills village	Michigan	2014	10446
Beverly Hills village	Michigan	2015	10455
Bingham Farms village	Michigan	2010	1111
Bingham Farms village	Michigan	2011	1111
Bingham Farms village	Michigan	2012	1117
Bingham Farms village	Michigan	2013	1126
Bingham Farms village	Michigan	2014	1134
Bingham Farms village	Michigan	2015	1137
Franklin village	Michigan	2010	3150
Franklin village	Michigan	2011	3151
Franklin village	Michigan	2012	3170
Franklin village	Michigan	2013	3183
Franklin village	Michigan	2014	3217
Franklin village	Michigan	2015	3237
New Era village	Michigan	2010	451
New Era village	Michigan	2011	451
New Era village	Michigan	2012	450
New Era village	Michigan	2013	448
New Era village	Michigan	2014	447
New Era village	Michigan	2015	445
Pentwater village	Michigan	2010	857
Pentwater village	Michigan	2011	855
Pentwater village	Michigan	2012	854
Pentwater village	Michigan	2013	849
Pentwater village	Michigan	2014	848
Pentwater village	Michigan	2015	847
Rothbury village	Michigan	2010	432
Rothbury village	Michigan	2011	432
Rothbury village	Michigan	2012	428
Rothbury village	Michigan	2013	426
Rothbury village	Michigan	2014	426
Rothbury village	Michigan	2015	425
Shelby village	Michigan	2010	2065
Shelby village	Michigan	2011	2061
Shelby village	Michigan	2012	2053
Shelby village	Michigan	2013	2042
Shelby village	Michigan	2014	2037
Shelby village	Michigan	2015	2024
Walkerville village	Michigan	2010	247
Walkerville village	Michigan	2011	247
Walkerville village	Michigan	2012	246
Walkerville village	Michigan	2013	245
Walkerville village	Michigan	2014	245
Walkerville village	Michigan	2015	243
Rothbury village	Michigan	2010	432
Rothbury village	Michigan	2011	432
Rothbury village	Michigan	2012	428
Rothbury village	Michigan	2013	426
Rothbury village	Michigan	2014	426
Rothbury village	Michigan	2015	425
Walkerville village	Michigan	2010	247
Walkerville village	Michigan	2011	247
Walkerville village	Michigan	2012	246
Walkerville village	Michigan	2013	245
Walkerville village	Michigan	2014	245
Walkerville village	Michigan	2015	243
Pentwater village	Michigan	2010	857
Pentwater village	Michigan	2011	855
Pentwater village	Michigan	2012	854
Pentwater village	Michigan	2013	849
Pentwater village	Michigan	2014	848
Pentwater village	Michigan	2015	847
Shelby village	Michigan	2010	2065
Shelby village	Michigan	2011	2061
Shelby village	Michigan	2012	2053
Shelby village	Michigan	2013	2042
Shelby village	Michigan	2014	2037
Shelby village	Michigan	2015	2024
Prescott village	Michigan	2010	266
Prescott village	Michigan	2011	265
Prescott village	Michigan	2012	264
Prescott village	Michigan	2013	263
Prescott village	Michigan	2014	260
Prescott village	Michigan	2015	258
Prescott village	Michigan	2010	266
Prescott village	Michigan	2011	265
Prescott village	Michigan	2012	264
Prescott village	Michigan	2013	263
Prescott village	Michigan	2014	260
Prescott village	Michigan	2015	258
Ontonagon village	Michigan	2010	1494
Ontonagon village	Michigan	2011	1485
Ontonagon village	Michigan	2012	1456
Ontonagon village	Michigan	2013	1411
Ontonagon village	Michigan	2014	1389
Ontonagon village	Michigan	2015	1358
Ontonagon village	Michigan	2010	1494
Ontonagon village	Michigan	2011	1485
Ontonagon village	Michigan	2012	1456
Ontonagon village	Michigan	2013	1411
Ontonagon village	Michigan	2014	1389
Ontonagon village	Michigan	2015	1358
Hersey village	Michigan	2010	350
Hersey village	Michigan	2011	350
Hersey village	Michigan	2012	350
Hersey village	Michigan	2013	347
Hersey village	Michigan	2014	348
Hersey village	Michigan	2015	348
Le Roy village	Michigan	2010	256
Le Roy village	Michigan	2011	256
Le Roy village	Michigan	2012	256
Le Roy village	Michigan	2013	254
Le Roy village	Michigan	2014	254
Le Roy village	Michigan	2015	253
Marion village	Michigan	2010	872
Marion village	Michigan	2011	871
Marion village	Michigan	2012	869
Marion village	Michigan	2013	861
Marion village	Michigan	2014	860
Marion village	Michigan	2015	854
Tustin village	Michigan	2010	230
Tustin village	Michigan	2011	230
Tustin village	Michigan	2012	230
Tustin village	Michigan	2013	228
Tustin village	Michigan	2014	229
Tustin village	Michigan	2015	227
Tustin village	Michigan	2010	230
Tustin village	Michigan	2011	230
Tustin village	Michigan	2012	230
Tustin village	Michigan	2013	228
Tustin village	Michigan	2014	229
Tustin village	Michigan	2015	227
Hersey village	Michigan	2010	350
Hersey village	Michigan	2011	350
Hersey village	Michigan	2012	350
Hersey village	Michigan	2013	347
Hersey village	Michigan	2014	348
Hersey village	Michigan	2015	348
Le Roy village	Michigan	2010	256
Le Roy village	Michigan	2011	256
Le Roy village	Michigan	2012	256
Le Roy village	Michigan	2013	254
Le Roy village	Michigan	2014	254
Le Roy village	Michigan	2015	253
Marion village	Michigan	2010	872
Marion village	Michigan	2011	871
Marion village	Michigan	2012	869
Marion village	Michigan	2013	861
Marion village	Michigan	2014	860
Marion village	Michigan	2015	854
Vanderbilt village	Michigan	2010	562
Vanderbilt village	Michigan	2011	562
Vanderbilt village	Michigan	2012	560
Vanderbilt village	Michigan	2013	558
Vanderbilt village	Michigan	2014	561
Vanderbilt village	Michigan	2015	562
Vanderbilt village	Michigan	2010	562
Vanderbilt village	Michigan	2011	562
Vanderbilt village	Michigan	2012	560
Vanderbilt village	Michigan	2013	558
Vanderbilt village	Michigan	2014	561
Vanderbilt village	Michigan	2015	562
Spring Lake village	Michigan	2010	2323
Spring Lake village	Michigan	2011	2323
Spring Lake village	Michigan	2012	2335
Spring Lake village	Michigan	2013	2364
Spring Lake village	Michigan	2014	2400
Spring Lake village	Michigan	2015	2452
Spring Lake village	Michigan	2010	2323
Spring Lake village	Michigan	2011	2323
Spring Lake village	Michigan	2012	2335
Spring Lake village	Michigan	2013	2364
Spring Lake village	Michigan	2014	2400
Spring Lake village	Michigan	2015	2452
Millersburg village	Michigan	2010	206
Millersburg village	Michigan	2011	205
Millersburg village	Michigan	2012	203
Millersburg village	Michigan	2013	202
Millersburg village	Michigan	2014	201
Millersburg village	Michigan	2015	200
Posen village	Michigan	2010	234
Posen village	Michigan	2011	233
Posen village	Michigan	2012	231
Posen village	Michigan	2013	230
Posen village	Michigan	2014	229
Posen village	Michigan	2015	228
Millersburg village	Michigan	2010	206
Millersburg village	Michigan	2011	205
Millersburg village	Michigan	2012	203
Millersburg village	Michigan	2013	202
Millersburg village	Michigan	2014	201
Millersburg village	Michigan	2015	200
Posen village	Michigan	2010	234
Posen village	Michigan	2011	233
Posen village	Michigan	2012	231
Posen village	Michigan	2013	230
Posen village	Michigan	2014	229
Posen village	Michigan	2015	228
Roscommon village	Michigan	2010	1075
Roscommon village	Michigan	2011	1076
Roscommon village	Michigan	2012	1070
Roscommon village	Michigan	2013	1063
Roscommon village	Michigan	2014	1055
Roscommon village	Michigan	2015	1067
Roscommon village	Michigan	2010	1075
Roscommon village	Michigan	2011	1076
Roscommon village	Michigan	2012	1070
Roscommon village	Michigan	2013	1063
Roscommon village	Michigan	2014	1055
Roscommon village	Michigan	2015	1067
Birch Run village	Michigan	2010	1555
Birch Run village	Michigan	2011	1551
Birch Run village	Michigan	2012	1539
Birch Run village	Michigan	2013	1531
Birch Run village	Michigan	2014	1514
Birch Run village	Michigan	2015	1496
Chesaning village	Michigan	2010	2394
Chesaning village	Michigan	2011	2389
Chesaning village	Michigan	2012	2372
Chesaning village	Michigan	2013	2360
Chesaning village	Michigan	2014	2334
Chesaning village	Michigan	2015	2310
Merrill village	Michigan	2010	778
Merrill village	Michigan	2011	777
Merrill village	Michigan	2012	771
Merrill village	Michigan	2013	767
Merrill village	Michigan	2014	758
Merrill village	Michigan	2015	756
Oakley village	Michigan	2010	290
Oakley village	Michigan	2011	290
Oakley village	Michigan	2012	286
Oakley village	Michigan	2013	286
Oakley village	Michigan	2014	283
Oakley village	Michigan	2015	281
St. Charles village	Michigan	2010	2054
St. Charles village	Michigan	2011	2050
St. Charles village	Michigan	2012	2035
St. Charles village	Michigan	2013	2026
St. Charles village	Michigan	2014	2005
St. Charles village	Michigan	2015	1982
Birch Run village	Michigan	2010	1555
Birch Run village	Michigan	2011	1551
Birch Run village	Michigan	2012	1539
Birch Run village	Michigan	2013	1531
Birch Run village	Michigan	2014	1514
Birch Run village	Michigan	2015	1496
Oakley village	Michigan	2010	290
Oakley village	Michigan	2011	290
Oakley village	Michigan	2012	286
Oakley village	Michigan	2013	286
Oakley village	Michigan	2014	283
Oakley village	Michigan	2015	281
Chesaning village	Michigan	2010	2394
Chesaning village	Michigan	2011	2389
Chesaning village	Michigan	2012	2372
Chesaning village	Michigan	2013	2360
Chesaning village	Michigan	2014	2334
Chesaning village	Michigan	2015	2310
Merrill village	Michigan	2010	778
Merrill village	Michigan	2011	777
Merrill village	Michigan	2012	771
Merrill village	Michigan	2013	767
Merrill village	Michigan	2014	758
Merrill village	Michigan	2015	756
Capac village	Michigan	2010	1890
Capac village	Michigan	2011	1886
Capac village	Michigan	2012	1871
Capac village	Michigan	2013	1860
Capac village	Michigan	2014	1856
Capac village	Michigan	2015	1853
Emmett village	Michigan	2010	269
Emmett village	Michigan	2011	268
Emmett village	Michigan	2012	266
Emmett village	Michigan	2013	265
Emmett village	Michigan	2014	264
Emmett village	Michigan	2015	264
Emmett village	Michigan	2010	269
Emmett village	Michigan	2011	268
Emmett village	Michigan	2012	266
Emmett village	Michigan	2013	265
Emmett village	Michigan	2014	264
Emmett village	Michigan	2015	264
Capac village	Michigan	2010	1890
Capac village	Michigan	2011	1886
Capac village	Michigan	2012	1871
Capac village	Michigan	2013	1860
Capac village	Michigan	2014	1856
Capac village	Michigan	2015	1853
Burr Oak village	Michigan	2010	828
Burr Oak village	Michigan	2011	828
Burr Oak village	Michigan	2012	827
Burr Oak village	Michigan	2013	824
Burr Oak village	Michigan	2014	822
Burr Oak village	Michigan	2015	823
Centreville village	Michigan	2010	1425
Centreville village	Michigan	2011	1425
Centreville village	Michigan	2012	1421
Centreville village	Michigan	2013	1418
Centreville village	Michigan	2014	1417
Centreville village	Michigan	2015	1419
Colon village	Michigan	2010	1173
Colon village	Michigan	2011	1174
Colon village	Michigan	2012	1168
Colon village	Michigan	2013	1163
Colon village	Michigan	2014	1161
Colon village	Michigan	2015	1162
Constantine village	Michigan	2010	2076
Constantine village	Michigan	2011	2074
Constantine village	Michigan	2012	2066
Constantine village	Michigan	2013	2061
Constantine village	Michigan	2014	2061
Constantine village	Michigan	2015	2067
Mendon village	Michigan	2010	870
Mendon village	Michigan	2011	870
Mendon village	Michigan	2012	866
Mendon village	Michigan	2013	863
Mendon village	Michigan	2014	862
Mendon village	Michigan	2015	863
White Pigeon village	Michigan	2010	1522
White Pigeon village	Michigan	2011	1521
White Pigeon village	Michigan	2012	1514
White Pigeon village	Michigan	2013	1515
White Pigeon village	Michigan	2014	1514
White Pigeon village	Michigan	2015	1516
Burr Oak village	Michigan	2010	828
Burr Oak village	Michigan	2011	828
Burr Oak village	Michigan	2012	827
Burr Oak village	Michigan	2013	824
Burr Oak village	Michigan	2014	822
Burr Oak village	Michigan	2015	823
Colon village	Michigan	2010	1173
Colon village	Michigan	2011	1174
Colon village	Michigan	2012	1168
Colon village	Michigan	2013	1163
Colon village	Michigan	2014	1161
Colon village	Michigan	2015	1162
Constantine village	Michigan	2010	2076
Constantine village	Michigan	2011	2074
Constantine village	Michigan	2012	2066
Constantine village	Michigan	2013	2061
Constantine village	Michigan	2014	2061
Constantine village	Michigan	2015	2067
Mendon village	Michigan	2010	870
Mendon village	Michigan	2011	870
Mendon village	Michigan	2012	866
Mendon village	Michigan	2013	863
Mendon village	Michigan	2014	862
Mendon village	Michigan	2015	863
White Pigeon village	Michigan	2010	1522
White Pigeon village	Michigan	2011	1521
White Pigeon village	Michigan	2012	1514
White Pigeon village	Michigan	2013	1515
White Pigeon village	Michigan	2014	1514
White Pigeon village	Michigan	2015	1516
Applegate village	Michigan	2010	248
Applegate village	Michigan	2011	248
Applegate village	Michigan	2012	246
Applegate village	Michigan	2013	245
Applegate village	Michigan	2014	243
Applegate village	Michigan	2015	241
Carsonville village	Michigan	2010	527
Carsonville village	Michigan	2011	527
Carsonville village	Michigan	2012	523
Carsonville village	Michigan	2013	520
Carsonville village	Michigan	2014	515
Carsonville village	Michigan	2015	513
Deckerville village	Michigan	2010	830
Deckerville village	Michigan	2011	830
Deckerville village	Michigan	2012	823
Deckerville village	Michigan	2013	815
Deckerville village	Michigan	2014	807
Deckerville village	Michigan	2015	804
Forestville village	Michigan	2010	136
Forestville village	Michigan	2011	136
Forestville village	Michigan	2012	135
Forestville village	Michigan	2013	134
Forestville village	Michigan	2014	133
Forestville village	Michigan	2015	132
Lexington village	Michigan	2010	1178
Lexington village	Michigan	2011	1176
Lexington village	Michigan	2012	1164
Lexington village	Michigan	2013	1153
Lexington village	Michigan	2014	1141
Lexington village	Michigan	2015	1133
Melvin village	Michigan	2010	180
Melvin village	Michigan	2011	180
Melvin village	Michigan	2012	179
Melvin village	Michigan	2013	177
Melvin village	Michigan	2014	176
Melvin village	Michigan	2015	175
Minden City village	Michigan	2010	197
Minden City village	Michigan	2011	197
Minden City village	Michigan	2012	196
Minden City village	Michigan	2013	194
Minden City village	Michigan	2014	193
Minden City village	Michigan	2015	192
Peck village	Michigan	2010	632
Peck village	Michigan	2011	632
Peck village	Michigan	2012	628
Peck village	Michigan	2013	623
Peck village	Michigan	2014	618
Peck village	Michigan	2015	615
Port Sanilac village	Michigan	2010	623
Port Sanilac village	Michigan	2011	623
Port Sanilac village	Michigan	2012	619
Port Sanilac village	Michigan	2013	615
Port Sanilac village	Michigan	2014	610
Port Sanilac village	Michigan	2015	607
Forestville village	Michigan	2010	136
Forestville village	Michigan	2011	136
Forestville village	Michigan	2012	135
Forestville village	Michigan	2013	134
Forestville village	Michigan	2014	133
Forestville village	Michigan	2015	132
Peck village	Michigan	2010	632
Peck village	Michigan	2011	632
Peck village	Michigan	2012	628
Peck village	Michigan	2013	623
Peck village	Michigan	2014	618
Peck village	Michigan	2015	615
Lexington village	Michigan	2010	1178
Lexington village	Michigan	2011	1176
Lexington village	Michigan	2012	1164
Lexington village	Michigan	2013	1153
Lexington village	Michigan	2014	1141
Lexington village	Michigan	2015	1133
Deckerville village	Michigan	2010	830
Deckerville village	Michigan	2011	830
Deckerville village	Michigan	2012	823
Deckerville village	Michigan	2013	815
Deckerville village	Michigan	2014	807
Deckerville village	Michigan	2015	804
Minden City village	Michigan	2010	197
Minden City village	Michigan	2011	197
Minden City village	Michigan	2012	196
Minden City village	Michigan	2013	194
Minden City village	Michigan	2014	193
Minden City village	Michigan	2015	192
Port Sanilac village	Michigan	2010	623
Port Sanilac village	Michigan	2011	623
Port Sanilac village	Michigan	2012	619
Port Sanilac village	Michigan	2013	615
Port Sanilac village	Michigan	2014	610
Port Sanilac village	Michigan	2015	607
Melvin village	Michigan	2010	180
Melvin village	Michigan	2011	180
Melvin village	Michigan	2012	179
Melvin village	Michigan	2013	177
Melvin village	Michigan	2014	176
Melvin village	Michigan	2015	175
Applegate village	Michigan	2010	248
Applegate village	Michigan	2011	248
Applegate village	Michigan	2012	246
Applegate village	Michigan	2013	245
Applegate village	Michigan	2014	243
Applegate village	Michigan	2015	241
Bancroft village	Michigan	2010	545
Bancroft village	Michigan	2011	545
Bancroft village	Michigan	2012	538
Bancroft village	Michigan	2013	532
Bancroft village	Michigan	2014	527
Bancroft village	Michigan	2015	526
Byron village	Michigan	2010	581
Byron village	Michigan	2011	581
Byron village	Michigan	2012	574
Byron village	Michigan	2013	567
Byron village	Michigan	2014	562
Byron village	Michigan	2015	561
Morrice village	Michigan	2010	927
Morrice village	Michigan	2011	927
Morrice village	Michigan	2012	915
Morrice village	Michigan	2013	906
Morrice village	Michigan	2014	900
Morrice village	Michigan	2015	902
New Lothrop village	Michigan	2010	581
New Lothrop village	Michigan	2011	581
New Lothrop village	Michigan	2012	574
New Lothrop village	Michigan	2013	568
New Lothrop village	Michigan	2014	563
New Lothrop village	Michigan	2015	564
Vernon village	Michigan	2010	783
Vernon village	Michigan	2011	783
Vernon village	Michigan	2012	775
Vernon village	Michigan	2013	766
Vernon village	Michigan	2014	760
Vernon village	Michigan	2015	762
Byron village	Michigan	2010	581
