State	County	Year	Population
Washington	Kittitas County	2014	42661
Washington	Kittitas County	2015	43269
Washington	Kittitas County	2010	18039
Washington	Kittitas County	2011	18339
Washington	Kittitas County	2012	18547
Washington	Kittitas County	2013	18709
Washington	Kittitas County	2014	19012
Washington	Kittitas County	2015	19498
Washington	Klickitat County	2010	20390
Washington	Klickitat County	2011	20695
Washington	Klickitat County	2012	20643
Washington	Klickitat County	2013	20855
Washington	Klickitat County	2014	20883
Washington	Klickitat County	2015	21026
Washington	Klickitat County	2010	14018
Washington	Klickitat County	2011	14252
Washington	Klickitat County	2012	14220
Washington	Klickitat County	2013	14377
Washington	Klickitat County	2014	14415
Washington	Klickitat County	2015	14527
Washington	Lewis County	2010	75516
Washington	Lewis County	2011	75701
Washington	Lewis County	2012	75591
Washington	Lewis County	2013	75178
Washington	Lewis County	2014	75224
Washington	Lewis County	2015	75882
Washington	Lewis County	2010	44700
Washington	Lewis County	2011	44710
Washington	Lewis County	2012	44623
Washington	Lewis County	2013	44355
Washington	Lewis County	2014	44388
Washington	Lewis County	2015	44769
Washington	Lincoln County	2010	10570
Washington	Lincoln County	2011	10518
Washington	Lincoln County	2012	10442
Washington	Lincoln County	2013	10281
Washington	Lincoln County	2014	10253
Washington	Lincoln County	2015	10321
Washington	Lincoln County	2010	5093
Washington	Lincoln County	2011	5095
Washington	Lincoln County	2012	5068
Washington	Lincoln County	2013	5004
Washington	Lincoln County	2014	5015
Washington	Lincoln County	2015	5065
Washington	Mason County	2010	60752
Washington	Mason County	2011	60917
Washington	Mason County	2012	60772
Washington	Mason County	2013	60550
Washington	Mason County	2014	60694
Washington	Mason County	2015	61023
Washington	Mason County	2010	50898
Washington	Mason County	2011	51064
Washington	Mason County	2012	50972
Washington	Mason County	2013	50807
Washington	Mason County	2014	50919
Washington	Mason County	2015	51189
Washington	Okanogan County	2010	41246
Washington	Okanogan County	2011	41358
Washington	Okanogan County	2012	41270
Washington	Okanogan County	2013	41168
Washington	Okanogan County	2014	41347
Washington	Okanogan County	2015	41516
Washington	Okanogan County	2010	24819
Washington	Okanogan County	2011	24941
Washington	Okanogan County	2012	24924
Washington	Okanogan County	2013	24890
Washington	Okanogan County	2014	24984
Washington	Okanogan County	2015	25137
Washington	Pacific County	2010	20884
Washington	Pacific County	2011	20853
Washington	Pacific County	2012	20549
Washington	Pacific County	2013	20424
Washington	Pacific County	2014	20551
Washington	Pacific County	2015	20848
Washington	Pacific County	2010	14060
Washington	Pacific County	2011	14070
Washington	Pacific County	2012	13869
Washington	Pacific County	2013	13828
Washington	Pacific County	2014	13924
Washington	Pacific County	2015	14140
Washington	Pend Oreille County	2010	12963
Washington	Pend Oreille County	2011	12937
Washington	Pend Oreille County	2012	12985
Washington	Pend Oreille County	2013	12891
Washington	Pend Oreille County	2014	12941
Washington	Pend Oreille County	2015	13088
Washington	Pend Oreille County	2010	9764
Washington	Pend Oreille County	2011	9750
Washington	Pend Oreille County	2012	9794
Washington	Pend Oreille County	2013	9723
Washington	Pend Oreille County	2014	9767
Washington	Pend Oreille County	2015	9882
Washington	Pierce County	2010	795422
Washington	Pierce County	2011	803320
Washington	Pierce County	2012	811987
Washington	Pierce County	2013	819336
Washington	Pierce County	2014	831161
Washington	Pierce County	2015	843954
Washington	Pierce County	2010	366462
Washington	Pierce County	2011	370311
Washington	Pierce County	2012	373937
Washington	Pierce County	2013	377629
Washington	Pierce County	2014	383952
Washington	Pierce County	2015	389139
Washington	San Juan County	2010	15770
Washington	San Juan County	2011	15818
Washington	San Juan County	2012	15806
Washington	San Juan County	2013	15877
Washington	San Juan County	2014	16026
Washington	San Juan County	2015	16252
Washington	San Juan County	2010	13605
Washington	San Juan County	2011	13551
Washington	San Juan County	2012	13522
Washington	San Juan County	2013	13598
Washington	San Juan County	2014	13718
Washington	San Juan County	2015	13912
Washington	Skagit County	2010	117004
Washington	Skagit County	2011	117768
Washington	Skagit County	2012	118032
Washington	Skagit County	2013	118745
Washington	Skagit County	2014	120325
Washington	Skagit County	2015	121846
Washington	Skagit County	2010	48086
Washington	Skagit County	2011	48358
Washington	Skagit County	2012	48393
Washington	Skagit County	2013	48558
Washington	Skagit County	2014	49080
Washington	Skagit County	2015	49551
Washington	Skamania County	2010	11100
Washington	Skamania County	2011	11126
Washington	Skamania County	2012	11155
Washington	Skamania County	2013	11255
Washington	Skamania County	2014	11338
Washington	Skamania County	2015	11339
Washington	Skamania County	2010	8670
Washington	Skamania County	2011	8692
Washington	Skamania County	2012	8718
Washington	Skamania County	2013	8799
Washington	Skamania County	2014	8869
Washington	Skamania County	2015	8871
Washington	Snohomish County	2010	715515
Washington	Snohomish County	2011	722494
Washington	Snohomish County	2012	732844
Washington	Snohomish County	2013	746008
Washington	Snohomish County	2014	759417
Washington	Snohomish County	2015	772501
Washington	Snohomish County	2010	303248
Washington	Snohomish County	2011	307073
Washington	Snohomish County	2012	312695
Washington	Snohomish County	2013	320762
Washington	Snohomish County	2014	328470
Washington	Snohomish County	2015	335331
Washington	Spokane County	2010	472127
Washington	Spokane County	2011	473484
Washington	Spokane County	2012	475880
Washington	Spokane County	2013	479434
Washington	Spokane County	2014	484418
Washington	Spokane County	2015	490945
Washington	Spokane County	2010	135877
Washington	Spokane County	2011	136997
Washington	Spokane County	2012	138241
Washington	Spokane County	2013	139465
Washington	Spokane County	2014	141146
Washington	Spokane County	2015	143350
Washington	Stevens County	2010	43487
Washington	Stevens County	2011	43487
Washington	Stevens County	2012	43567
Washington	Stevens County	2013	43341
Washington	Stevens County	2014	43556
Washington	Stevens County	2015	43791
Washington	Stevens County	2010	33844
Washington	Stevens County	2011	33850
Washington	Stevens County	2012	33921
Washington	Stevens County	2013	33770
Washington	Stevens County	2014	33927
Washington	Stevens County	2015	34121
Washington	Thurston County	2010	253067
Washington	Thurston County	2011	256529
Washington	Thurston County	2012	258838
Washington	Thurston County	2013	262666
Washington	Thurston County	2014	266048
Washington	Thurston County	2015	269536
Washington	Thurston County	2010	135034
Washington	Thurston County	2011	136441
Washington	Thurston County	2012	137188
Washington	Thurston County	2013	138673
Washington	Thurston County	2014	139605
Washington	Thurston County	2015	140901
Washington	Wahkiakum County	2010	3972
Washington	Wahkiakum County	2011	4018
Washington	Wahkiakum County	2012	3992
Washington	Wahkiakum County	2013	4057
Washington	Wahkiakum County	2014	4066
Washington	Wahkiakum County	2015	4042
Washington	Wahkiakum County	2010	3441
Washington	Wahkiakum County	2011	3483
Washington	Wahkiakum County	2012	3462
Washington	Wahkiakum County	2013	3520
Washington	Wahkiakum County	2014	3529
Washington	Wahkiakum County	2015	3510
Washington	Walla Walla County	2010	58925
Washington	Walla Walla County	2011	59512
Washington	Walla Walla County	2012	59435
Washington	Walla Walla County	2013	59575
Washington	Walla Walla County	2014	59771
Washington	Walla Walla County	2015	60338
Washington	Walla Walla County	2010	16783
Washington	Walla Walla County	2011	17127
Washington	Walla Walla County	2012	17129
Washington	Walla Walla County	2013	17253
Washington	Walla Walla County	2014	17407
Washington	Walla Walla County	2015	17541
Washington	Whatcom County	2010	201570
Washington	Whatcom County	2011	203415
Washington	Whatcom County	2012	204961
Washington	Whatcom County	2013	206349
Washington	Whatcom County	2014	208491
Washington	Whatcom County	2015	212284
Washington	Whatcom County	2010	87200
Washington	Whatcom County	2011	87889
Washington	Whatcom County	2012	88170
Washington	Whatcom County	2013	88400
Washington	Whatcom County	2014	88846
Washington	Whatcom County	2015	90102
Washington	Whitman County	2010	44797
Washington	Whitman County	2011	45083
Washington	Whitman County	2012	46639
Washington	Whitman County	2013	46849
Washington	Whitman County	2014	46938
Washington	Whitman County	2015	48177
Washington	Whitman County	2010	5981
Washington	Whitman County	2011	6048
Washington	Whitman County	2012	6108
Washington	Whitman County	2013	6123
Washington	Whitman County	2014	6079
Washington	Whitman County	2015	6156
Washington	Yakima County	2010	244313
Washington	Yakima County	2011	246326
Washington	Yakima County	2012	246844
Washington	Yakima County	2013	247342
Washington	Yakima County	2014	247698
Washington	Yakima County	2015	248830
Washington	Yakima County	2010	83554
Washington	Yakima County	2011	83955
Washington	Yakima County	2012	84024
Washington	Yakima County	2013	83981
Washington	Yakima County	2014	84010
Washington	Yakima County	2015	84194
West Virginia	Barbour County	2010	16596
West Virginia	Barbour County	2011	16599
West Virginia	Barbour County	2012	16861
West Virginia	Barbour County	2013	16781
West Virginia	Barbour County	2014	16708
West Virginia	Barbour County	2015	16704
West Virginia	Barbour County	2010	11190
West Virginia	Barbour County	2011	11188
West Virginia	Barbour County	2012	11161
West Virginia	Barbour County	2013	11101
West Virginia	Barbour County	2014	11046
West Virginia	Barbour County	2015	11012
West Virginia	Berkeley County	2010	104646
West Virginia	Berkeley County	2011	105706
West Virginia	Berkeley County	2012	107030
West Virginia	Berkeley County	2013	108589
West Virginia	Berkeley County	2014	110394
West Virginia	Berkeley County	2015	111901
West Virginia	Berkeley County	2010	87071
West Virginia	Berkeley County	2011	88049
West Virginia	Berkeley County	2012	89200
West Virginia	Berkeley County	2013	90679
West Virginia	Berkeley County	2014	92361
West Virginia	Berkeley County	2015	93882
West Virginia	Boone County	2010	24585
West Virginia	Boone County	2011	24446
West Virginia	Boone County	2012	24371
West Virginia	Boone County	2013	24077
West Virginia	Boone County	2014	23734
West Virginia	Boone County	2015	23372
West Virginia	Boone County	2010	20152
West Virginia	Boone County	2011	20052
West Virginia	Boone County	2012	19991
West Virginia	Boone County	2013	19748
West Virginia	Boone County	2014	19461
West Virginia	Boone County	2015	19160
West Virginia	Braxton County	2010	14527
West Virginia	Braxton County	2011	14543
West Virginia	Braxton County	2012	14487
West Virginia	Braxton County	2013	14436
West Virginia	Braxton County	2014	14447
West Virginia	Braxton County	2015	14415
West Virginia	Braxton County	2010	11838
West Virginia	Braxton County	2011	11853
West Virginia	Braxton County	2012	11775
West Virginia	Braxton County	2013	11772
West Virginia	Braxton County	2014	11778
West Virginia	Braxton County	2015	11754
West Virginia	Brooke County	2010	24007
West Virginia	Brooke County	2011	23931
West Virginia	Brooke County	2012	23804
West Virginia	Brooke County	2013	23712
West Virginia	Brooke County	2014	23529
West Virginia	Brooke County	2015	23350
West Virginia	Brooke County	2010	12245
West Virginia	Brooke County	2011	12214
West Virginia	Brooke County	2012	12152
West Virginia	Brooke County	2013	12106
West Virginia	Brooke County	2014	12025
West Virginia	Brooke County	2015	11935
West Virginia	Cabell County	2010	96369
West Virginia	Cabell County	2011	96558
West Virginia	Cabell County	2012	96902
West Virginia	Cabell County	2013	96987
West Virginia	Cabell County	2014	96827
West Virginia	Cabell County	2015	96844
West Virginia	Cabell County	2010	44776
West Virginia	Cabell County	2011	44863
West Virginia	Cabell County	2012	45031
West Virginia	Cabell County	2013	45160
West Virginia	Cabell County	2014	45162
West Virginia	Cabell County	2015	45276
West Virginia	Calhoun County	2010	7643
West Virginia	Calhoun County	2011	7644
West Virginia	Calhoun County	2012	7598
West Virginia	Calhoun County	2013	7540
West Virginia	Calhoun County	2014	7534
West Virginia	Calhoun County	2015	7470
West Virginia	Calhoun County	2010	7085
West Virginia	Calhoun County	2011	7086
West Virginia	Calhoun County	2012	7042
West Virginia	Calhoun County	2013	6988
West Virginia	Calhoun County	2014	6982
West Virginia	Calhoun County	2015	6922
West Virginia	Clay County	2010	9371
West Virginia	Clay County	2011	9390
West Virginia	Clay County	2012	9262
West Virginia	Clay County	2013	9204
West Virginia	Clay County	2014	8939
West Virginia	Clay County	2015	8910
West Virginia	Clay County	2010	8881
West Virginia	Clay County	2011	8899
West Virginia	Clay County	2012	8778
West Virginia	Clay County	2013	8722
West Virginia	Clay County	2014	8471
West Virginia	Clay County	2015	8443
West Virginia	Doddridge County	2010	8194
West Virginia	Doddridge County	2011	8179
West Virginia	Doddridge County	2012	8199
West Virginia	Doddridge County	2013	8291
West Virginia	Doddridge County	2014	8160
West Virginia	Doddridge County	2015	8176
West Virginia	Doddridge County	2010	7371
West Virginia	Doddridge County	2011	7358
West Virginia	Doddridge County	2012	7381
West Virginia	Doddridge County	2013	7458
West Virginia	Doddridge County	2014	7331
West Virginia	Doddridge County	2015	7345
West Virginia	Fayette County	2010	45997
West Virginia	Fayette County	2011	45960
West Virginia	Fayette County	2012	45904
West Virginia	Fayette County	2013	45596
West Virginia	Fayette County	2014	45211
West Virginia	Fayette County	2015	44997
West Virginia	Fayette County	2010	28985
West Virginia	Fayette County	2011	28952
West Virginia	Fayette County	2012	28917
West Virginia	Fayette County	2013	28719
West Virginia	Fayette County	2014	28466
West Virginia	Fayette County	2015	28325
West Virginia	Gilmer County	2010	8724
West Virginia	Gilmer County	2011	8772
West Virginia	Gilmer County	2012	8774
West Virginia	Gilmer County	2013	8639
West Virginia	Gilmer County	2014	8519
West Virginia	Gilmer County	2015	8518
West Virginia	Gilmer County	2010	7017
West Virginia	Gilmer County	2011	7058
West Virginia	Gilmer County	2012	7051
West Virginia	Gilmer County	2013	6929
West Virginia	Gilmer County	2014	6826
West Virginia	Gilmer County	2015	6819
West Virginia	Grant County	2010	11914
West Virginia	Grant County	2011	11943
West Virginia	Grant County	2012	11851
West Virginia	Grant County	2013	11796
West Virginia	Grant County	2014	11719
West Virginia	Grant County	2015	11766
West Virginia	Grant County	2010	9215
West Virginia	Grant County	2011	9231
West Virginia	Grant County	2012	9139
West Virginia	Grant County	2013	9069
West Virginia	Grant County	2014	8978
West Virginia	Grant County	2015	8970
West Virginia	Greenbrier County	2010	35540
West Virginia	Greenbrier County	2011	35711
West Virginia	Greenbrier County	2012	35861
West Virginia	Greenbrier County	2013	35781
West Virginia	Greenbrier County	2014	35460
West Virginia	Greenbrier County	2015	35516
West Virginia	Greenbrier County	2010	23578
West Virginia	Greenbrier County	2011	23666
West Virginia	Greenbrier County	2012	23728
West Virginia	Greenbrier County	2013	23663
West Virginia	Greenbrier County	2014	23441
West Virginia	Greenbrier County	2015	23488
West Virginia	Hampshire County	2010	23948
West Virginia	Hampshire County	2011	23789
West Virginia	Hampshire County	2012	23676
West Virginia	Hampshire County	2013	23453
West Virginia	Hampshire County	2014	23441
West Virginia	Hampshire County	2015	23353
West Virginia	Hampshire County	2010	21747
West Virginia	Hampshire County	2011	21608
West Virginia	Hampshire County	2012	21509
West Virginia	Hampshire County	2013	21310
West Virginia	Hampshire County	2014	21297
West Virginia	Hampshire County	2015	21218
West Virginia	Hancock County	2010	30661
West Virginia	Hancock County	2011	30526
West Virginia	Hancock County	2012	30349
West Virginia	Hancock County	2013	30235
West Virginia	Hancock County	2014	30081
West Virginia	Hancock County	2015	29815
West Virginia	Hancock County	2010	11255
West Virginia	Hancock County	2011	11208
West Virginia	Hancock County	2012	11145
West Virginia	Hancock County	2013	11106
West Virginia	Hancock County	2014	11061
West Virginia	Hancock County	2015	10972
West Virginia	Hardy County	2010	14038
West Virginia	Hardy County	2011	13991
West Virginia	Hardy County	2012	13892
West Virginia	Hardy County	2013	13989
West Virginia	Hardy County	2014	13956
West Virginia	Hardy County	2015	13852
West Virginia	Hardy County	2010	11211
West Virginia	Hardy County	2011	11167
West Virginia	Hardy County	2012	11097
West Virginia	Hardy County	2013	11183
West Virginia	Hardy County	2014	11169
West Virginia	Hardy County	2015	11096
West Virginia	Harrison County	2010	69265
West Virginia	Harrison County	2011	69282
West Virginia	Harrison County	2012	69178
West Virginia	Harrison County	2013	68982
West Virginia	Harrison County	2014	68836
West Virginia	Harrison County	2015	68714
West Virginia	Harrison County	2010	34553
West Virginia	Harrison County	2011	34527
West Virginia	Harrison County	2012	34468
West Virginia	Harrison County	2013	34458
West Virginia	Harrison County	2014	34432
West Virginia	Harrison County	2015	34423
West Virginia	Jackson County	2010	29271
West Virginia	Jackson County	2011	29323
West Virginia	Jackson County	2012	29305
West Virginia	Jackson County	2013	29233
West Virginia	Jackson County	2014	29181
West Virginia	Jackson County	2015	29237
West Virginia	Jackson County	2010	22142
West Virginia	Jackson County	2011	22187
West Virginia	Jackson County	2012	22177
West Virginia	Jackson County	2013	22127
West Virginia	Jackson County	2014	22092
West Virginia	Jackson County	2015	22139
West Virginia	Jefferson County	2010	53626
West Virginia	Jefferson County	2011	54345
West Virginia	Jefferson County	2012	54543
West Virginia	Jefferson County	2013	54958
West Virginia	Jefferson County	2014	55740
West Virginia	Jefferson County	2015	56482
West Virginia	Jefferson County	2010	40440
West Virginia	Jefferson County	2011	40954
West Virginia	Jefferson County	2012	41078
West Virginia	Jefferson County	2013	41335
West Virginia	Jefferson County	2014	41770
West Virginia	Jefferson County	2015	42208
West Virginia	Kanawha County	2010	192939
West Virginia	Kanawha County	2011	191947
West Virginia	Kanawha County	2012	192102
West Virginia	Kanawha County	2013	191373
West Virginia	Kanawha County	2014	190151
West Virginia	Kanawha County	2015	188332
West Virginia	Kanawha County	2010	93413
West Virginia	Kanawha County	2011	92997
West Virginia	Kanawha County	2012	93195
West Virginia	Kanawha County	2013	92834
West Virginia	Kanawha County	2014	92537
West Virginia	Kanawha County	2015	91898
West Virginia	Lewis County	2010	16397
West Virginia	Lewis County	2011	16391
West Virginia	Lewis County	2012	16437
West Virginia	Lewis County	2013	16450
West Virginia	Lewis County	2014	16442
West Virginia	Lewis County	2015	16448
West Virginia	Lewis County	2010	11891
West Virginia	Lewis County	2011	11893
West Virginia	Lewis County	2012	11932
West Virginia	Lewis County	2013	11947
West Virginia	Lewis County	2014	11947
West Virginia	Lewis County	2015	11957
West Virginia	Lincoln County	2010	21672
West Virginia	Lincoln County	2011	21609
West Virginia	Lincoln County	2012	21639
West Virginia	Lincoln County	2013	21540
West Virginia	Lincoln County	2014	21596
West Virginia	Lincoln County	2015	21415
West Virginia	Lincoln County	2010	19762
West Virginia	Lincoln County	2011	19705
West Virginia	Lincoln County	2012	19732
West Virginia	Lincoln County	2013	19642
West Virginia	Lincoln County	2014	19694
West Virginia	Lincoln County	2015	19530
West Virginia	Logan County	2010	36727
West Virginia	Logan County	2011	36456
West Virginia	Logan County	2012	36340
West Virginia	Logan County	2013	35985
West Virginia	Logan County	2014	35310
West Virginia	Logan County	2015	34707
West Virginia	Logan County	2010	32212
West Virginia	Logan County	2011	31960
West Virginia	Logan County	2012	31861
West Virginia	Logan County	2013	31558
West Virginia	Logan County	2014	30966
West Virginia	Logan County	2015	30441
West Virginia	McDowell County	2010	22075
West Virginia	McDowell County	2011	21699
West Virginia	McDowell County	2012	21316
West Virginia	McDowell County	2013	20874
West Virginia	McDowell County	2014	20286
West Virginia	McDowell County	2015	19835
West Virginia	McDowell County	2010	15672
West Virginia	McDowell County	2011	15397
West Virginia	McDowell County	2012	15120
West Virginia	McDowell County	2013	14866
West Virginia	McDowell County	2014	14537
West Virginia	McDowell County	2015	14209
West Virginia	Marion County	2010	56514
West Virginia	Marion County	2011	56620
West Virginia	Marion County	2012	56777
West Virginia	Marion County	2013	56769
West Virginia	Marion County	2014	56859
West Virginia	Marion County	2015	56925
West Virginia	Marion County	2010	27058
West Virginia	Marion County	2011	27127
West Virginia	Marion County	2012	27218
West Virginia	Marion County	2013	27229
West Virginia	Marion County	2014	27293
West Virginia	Marion County	2015	27331
West Virginia	Marshall County	2010	33061
West Virginia	Marshall County	2011	32844
West Virginia	Marshall County	2012	32691
West Virginia	Marshall County	2013	32577
West Virginia	Marshall County	2014	32310
West Virginia	Marshall County	2015	31978
West Virginia	Marshall County	2010	17928
West Virginia	Marshall County	2011	17830
West Virginia	Marshall County	2012	17739
West Virginia	Marshall County	2013	17679
West Virginia	Marshall County	2014	17590
West Virginia	Marshall County	2015	17430
West Virginia	Mason County	2010	27351
West Virginia	Mason County	2011	27334
West Virginia	Mason County	2012	27242
West Virginia	Mason County	2013	27172
West Virginia	Mason County	2014	27100
West Virginia	Mason County	2015	27037
West Virginia	Mason County	2010	19438
West Virginia	Mason County	2011	19433
West Virginia	Mason County	2012	19375
West Virginia	Mason County	2013	19330
West Virginia	Mason County	2014	19301
West Virginia	Mason County	2015	19264
West Virginia	Mercer County	2010	62310
West Virginia	Mercer County	2011	62435
West Virginia	Mercer County	2012	62358
West Virginia	Mercer County	2013	61829
West Virginia	Mercer County	2014	61667
West Virginia	Mercer County	2015	61164
West Virginia	Mercer County	2010	43977
West Virginia	Mercer County	2011	44056
West Virginia	Mercer County	2012	44046
West Virginia	Mercer County	2013	43655
West Virginia	Mercer County	2014	43491
West Virginia	Mercer County	2015	43153
West Virginia	Mineral County	2010	28229
West Virginia	Mineral County	2011	28075
West Virginia	Mineral County	2012	27918
West Virginia	Mineral County	2013	27728
West Virginia	Mineral County	2014	27603
West Virginia	Mineral County	2015	27451
West Virginia	Mineral County	2010	20039
West Virginia	Mineral County	2011	19948
West Virginia	Mineral County	2012	19846
West Virginia	Mineral County	2013	19723
West Virginia	Mineral County	2014	19653
West Virginia	Mineral County	2015	19562
West Virginia	Mingo County	2010	26770
West Virginia	Mingo County	2011	26597
West Virginia	Mingo County	2012	26133
West Virginia	Mingo County	2013	25956
West Virginia	Mingo County	2014	25676
West Virginia	Mingo County	2015	25292
West Virginia	Mingo County	2010	21663
West Virginia	Mingo County	2011	21529
West Virginia	Mingo County	2012	21157
West Virginia	Mingo County	2013	21014
West Virginia	Mingo County	2014	20792
West Virginia	Mingo County	2015	20478
West Virginia	Monongalia County	2010	96786
West Virginia	Monongalia County	2011	98693
West Virginia	Monongalia County	2012	100539
West Virginia	Monongalia County	2013	101938
West Virginia	Monongalia County	2014	102936
West Virginia	Monongalia County	2015	104236
West Virginia	Monongalia County	2010	61207
West Virginia	Monongalia County	2011	62148
West Virginia	Monongalia County	2012	62853
West Virginia	Monongalia County	2013	63193
West Virginia	Monongalia County	2014	63794
West Virginia	Monongalia County	2015	64555
West Virginia	Monroe County	2010	13511
West Virginia	Monroe County	2011	13549
West Virginia	Monroe County	2012	13507
West Virginia	Monroe County	2013	13510
West Virginia	Monroe County	2014	13553
West Virginia	Monroe County	2015	13506
West Virginia	Monroe County	2010	12093
West Virginia	Monroe County	2011	12129
West Virginia	Monroe County	2012	12094
West Virginia	Monroe County	2013	12097
West Virginia	Monroe County	2014	12138
West Virginia	Monroe County	2015	12098
West Virginia	Morgan County	2010	17516
West Virginia	Morgan County	2011	17456
West Virginia	Morgan County	2012	17450
West Virginia	Morgan County	2013	17447
West Virginia	Morgan County	2014	17498
West Virginia	Morgan County	2015	17524
West Virginia	Morgan County	2010	16386
West Virginia	Morgan County	2011	16336
West Virginia	Morgan County	2012	16336
West Virginia	Morgan County	2013	16337
West Virginia	Morgan County	2014	16391
West Virginia	Morgan County	2015	16422
West Virginia	Nicholas County	2010	26240
West Virginia	Nicholas County	2011	26153
West Virginia	Nicholas County	2012	26234
West Virginia	Nicholas County	2013	25935
West Virginia	Nicholas County	2014	25733
West Virginia	Nicholas County	2015	25594
West Virginia	Nicholas County	2010	20614
West Virginia	Nicholas County	2011	20547
West Virginia	Nicholas County	2012	20619
West Virginia	Nicholas County	2013	20390
West Virginia	Nicholas County	2014	20238
West Virginia	Nicholas County	2015	20136
West Virginia	Ohio County	2010	44475
West Virginia	Ohio County	2011	44189
West Virginia	Ohio County	2012	44051
West Virginia	Ohio County	2013	43694
West Virginia	Ohio County	2014	43185
West Virginia	Ohio County	2015	43066
West Virginia	Ohio County	2010	10279
West Virginia	Ohio County	2011	10217
West Virginia	Ohio County	2012	10196
West Virginia	Ohio County	2013	10132
West Virginia	Ohio County	2014	10014
West Virginia	Ohio County	2015	9977
West Virginia	Pendleton County	2010	7684
West Virginia	Pendleton County	2011	7563
West Virginia	Pendleton County	2012	7515
West Virginia	Pendleton County	2013	7416
West Virginia	Pendleton County	2014	7288
West Virginia	Pendleton County	2015	7229
West Virginia	Pendleton County	2010	6962
West Virginia	Pendleton County	2011	6854
West Virginia	Pendleton County	2012	6813
West Virginia	Pendleton County	2013	6725
West Virginia	Pendleton County	2014	6604
West Virginia	Pendleton County	2015	6552
West Virginia	Pleasants County	2010	7582
West Virginia	Pleasants County	2011	7604
West Virginia	Pleasants County	2012	7598
West Virginia	Pleasants County	2013	7593
West Virginia	Pleasants County	2014	7713
West Virginia	Pleasants County	2015	7674
West Virginia	Pleasants County	2010	4829
West Virginia	Pleasants County	2011	4848
West Virginia	Pleasants County	2012	4850
West Virginia	Pleasants County	2013	4847
West Virginia	Pleasants County	2014	4938
West Virginia	Pleasants County	2015	4915
West Virginia	Pocahontas County	2010	8712
West Virginia	Pocahontas County	2011	8829
West Virginia	Pocahontas County	2012	8707
West Virginia	Pocahontas County	2013	8669
West Virginia	Pocahontas County	2014	8671
West Virginia	Pocahontas County	2015	8607
West Virginia	Pocahontas County	2010	7112
West Virginia	Pocahontas County	2011	7211
West Virginia	Pocahontas County	2012	7115
West Virginia	Pocahontas County	2013	7087
West Virginia	Pocahontas County	2014	7093
West Virginia	Pocahontas County	2015	7040
West Virginia	Preston County	2010	33551
West Virginia	Preston County	2011	33617
West Virginia	Preston County	2012	33894
West Virginia	Preston County	2013	33697
West Virginia	Preston County	2014	33899
West Virginia	Preston County	2015	33940
West Virginia	Preston County	2010	26310
West Virginia	Preston County	2011	26369
West Virginia	Preston County	2012	26587
West Virginia	Preston County	2013	26428
West Virginia	Preston County	2014	26607
West Virginia	Preston County	2015	26646
West Virginia	Putnam County	2010	55650
West Virginia	Putnam County	2011	56092
West Virginia	Putnam County	2012	56558
West Virginia	Putnam County	2013	56621
West Virginia	Putnam County	2014	56863
West Virginia	Putnam County	2015	56848
West Virginia	Putnam County	2010	41571
West Virginia	Putnam County	2011	41933
West Virginia	Putnam County	2012	42297
West Virginia	Putnam County	2013	42358
West Virginia	Putnam County	2014	42535
West Virginia	Putnam County	2015	42428
West Virginia	Raleigh County	2010	78900
West Virginia	Raleigh County	2011	79155
West Virginia	Raleigh County	2012	79059
West Virginia	Raleigh County	2013	78585
West Virginia	Raleigh County	2014	78155
West Virginia	Raleigh County	2015	77510
West Virginia	Raleigh County	2010	57986
West Virginia	Raleigh County	2011	58266
West Virginia	Raleigh County	2012	58234
West Virginia	Raleigh County	2013	57982
West Virginia	Raleigh County	2014	57713
West Virginia	Raleigh County	2015	57266
West Virginia	Randolph County	2010	29369
West Virginia	Randolph County	2011	29432
West Virginia	Randolph County	2012	29419
West Virginia	Randolph County	2013	29555
West Virginia	Randolph County	2014	29294
West Virginia	Randolph County	2015	29126
West Virginia	Randolph County	2010	19995
West Virginia	Randolph County	2011	20034
West Virginia	Randolph County	2012	20043
West Virginia	Randolph County	2013	20067
West Virginia	Randolph County	2014	19863
West Virginia	Randolph County	2015	19748
West Virginia	Ritchie County	2010	10406
West Virginia	Ritchie County	2011	10356
West Virginia	Ritchie County	2012	10274
West Virginia	Ritchie County	2013	10077
West Virginia	Ritchie County	2014	10009
West Virginia	Ritchie County	2015	9982
West Virginia	Ritchie County	2010	6508
West Virginia	Ritchie County	2011	6483
West Virginia	Ritchie County	2012	6435
West Virginia	Ritchie County	2013	6315
West Virginia	Ritchie County	2014	6276
West Virginia	Ritchie County	2015	6269
West Virginia	Roane County	2010	14876
West Virginia	Roane County	2011	14816
West Virginia	Roane County	2012	14698
West Virginia	Roane County	2013	14623
West Virginia	Roane County	2014	14605
West Virginia	Roane County	2015	14435
West Virginia	Roane County	2010	12399
West Virginia	Roane County	2011	12357
West Virginia	Roane County	2012	12262
West Virginia	Roane County	2013	12208
West Virginia	Roane County	2014	12204
West Virginia	Roane County	2015	12065
West Virginia	Summers County	2010	13941
West Virginia	Summers County	2011	13862
West Virginia	Summers County	2012	13769
West Virginia	Summers County	2013	13543
West Virginia	Summers County	2014	13309
West Virginia	Summers County	2015	13239
West Virginia	Summers County	2010	11267
West Virginia	Summers County	2011	11210
West Virginia	Summers County	2012	11143
West Virginia	Summers County	2013	10965
West Virginia	Summers County	2014	10761
West Virginia	Summers County	2015	10711
West Virginia	Taylor County	2010	16887
West Virginia	Taylor County	2011	16932
